RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG.,X3PM,X3PA,X3P.,FTM,FTA,FT.,REB,AST,STL,BLK,TO,DD2,TD3,year,team.abbr,overall_pick,team,former,college,years_played,games,win_shares,win_shares_40,minutes_played,points,total_rebounds,assists
NA,Whitney Boddie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,20,Sacramento Monarchs,,Auburn,1,4,0,0.002,2.3,0.5,0,0
NA,Abby Waner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,21,New York Liberty,,Duke,0,NA,NA,NA,NA,NA,NA,NA
NA,Ashley Paris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,22,Los Angeles Sparks,,Oklahoma,0,NA,NA,NA,NA,NA,NA,NA
NA,Camille LeNoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,23,Washington Mystics,,USC,0,NA,NA,NA,NA,NA,NA,NA
NA,Jelena Milovanovic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,24,Washington Mystics,MKB Euroleasing,,1,16,0.1,0.021,11.3,4.4,1.5,0.6
NA,Shalee Lehning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,25,Atlanta Dream,,Kansas State,3,85,2.1,0.049,20,3.1,2.3,3.8
NA,Sonja Petrovic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,26,San Antonio Silver Stars,Serbia,,2,61,1.2,0.054,15,5,2.2,0.8
NA,Jessica Morrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,27,Atlanta Dream,,Baylor,0,NA,NA,NA,NA,NA,NA,NA
NA,Josephine Owino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,28,Washington Mystics,,Union University,0,NA,NA,NA,NA,NA,NA,NA
NA,Jennifer Risper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,29,Chicago Sky,,Vanderbilt,0,NA,NA,NA,NA,NA,NA,NA
NA,Emily Fox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,30,Minnesota Lynx,,Minnesota,0,NA,NA,NA,NA,NA,NA,NA
NA,Sha Brooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,31,Phoenix Mercury,,Florida,0,NA,NA,NA,NA,NA,NA,NA
NA,Danielle Campbell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,32,Indiana Fever,,Purdue,0,NA,NA,NA,NA,NA,NA,NA
NA,Morgan Warburton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,33,Sacramento Monarchs,,Utah,0,NA,NA,NA,NA,NA,NA,NA
NA,Jessica Adair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,34,Phoenix Mercury,,George Washington,3,51,1.5,0.119,9.9,3.6,2.7,0.3
NA,Britney Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,35,Los Angeles Sparks,,Texas A&M University-Commerce,0,NA,NA,NA,NA,NA,NA,NA
NA,Alba Torrens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,36,Connecticut Sun,Real Club Celta Indepo (Spain),,0,NA,NA,NA,NA,NA,NA,NA
NA,Tanae Davis-Cain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,37,Detroit Shock,,Florida State,1,1,-0.1,-0.531,4,2,2,0
NA,Mara Freshour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,38,Seattle Storm,,Florida State,0,NA,NA,NA,NA,NA,NA,NA
NA,Candyce Bingham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,39,San Antonio Silver Stars,,Louisville,0,NA,NA,NA,NA,NA,NA,NA
NA,Sylvia Fowles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,2,Chicago Sky,,LSU,15,408,73.5,0.239,30.2,15.7,9.8,1.1
NA,Alexis Hornbuckle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,4,Detroit Shock,,Tennessee,6,187,2,0.023,19,4.6,3.2,1.8
NA,Matee Ajavon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,5,Houston Comets,,Rutgers University,10,323,4,0.029,17.4,6.9,1.8,1.8
NA,Crystal Langhorne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,6,Washington Mystics,,Maryland,13,406,34.4,0.132,25.7,10.9,6,1.1
NA,Essence Carson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,7,New York Liberty,,Rutgers University,13,367,11.8,0.064,20.1,7.2,2.3,1.2
NA,Tamera Young,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,8,Atlanta Dream,,James Madison University,12,372,6.7,0.033,22,7.1,3.9,1.5
NA,Amber Holt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,9,Connecticut Sun,,Middle Tennessee,5,140,4.2,0.058,20.8,6.9,2.9,1.8
NA,Laura Harper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,10,Sacramento Monarchs,,Maryland,2,67,1.9,0.076,15.2,5,3.7,0.5
NA,Ketia Swanier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,12,Connecticut Sun,,UConn,5,153,-1.3,-0.03,11.5,2.5,1.4,1.7
NA,LaToya Sanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,13,Phoenix Mercury,,UNC,7,155,11.4,0.167,17.6,5.7,4.5,1
NA,Erlana Larkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,14,New York Liberty,,UNC,9,247,20.2,0.158,20.7,5.9,5.4,1.5
NA,Shannon Bobbitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,15,Los Angeles Sparks,,Tennessee,4,118,0.1,0.002,14.9,3.2,1.4,2.2
NA,Erica White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,17,Houston Comets,,LSU,2,36,0.4,0.034,12.3,3.4,1.4,1.4
NA,Olayinka Sanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,18,Detroit Shock,,West Virginia,3,76,0.5,0.03,9.2,3.3,1.7,0.3
NA,Quianna Chaney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,19,Chicago Sky,,LSU,1,28,-0.2,-0.039,8.6,2.4,1,0.9
NA,Lindsey Pluimer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,20,Washington Mystics,,UCLA,0,NA,NA,NA,NA,NA,NA,NA
NA,Chioma Nnamaka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,21,San Antonio Silver Stars,,Georgia Tech,1,12,-0.2,-0.11,7,1.3,1,0.2
NA,Allie Quigley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,22,Seattle Storm,,DePaul,14,347,18.9,0.097,22.4,10.9,2,2
NA,Jolene Anderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,23,Connecticut Sun,,Wisconsin,1,24,0.1,0.006,15.3,4,2.4,1.1
NA,Morenike Atunrase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,24,Atlanta Dream,,Texas A&M,1,33,0,-0.004,10.5,2.2,1.5,0.7
NA,Leilani Mitchell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,25,Phoenix Mercury,,Utah,13,398,21,0.095,22.2,6.6,2.1,3
NA,Khadijah Whittington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,26,Indiana Fever,,NC State,2,25,0.4,0.072,8.4,2.2,1.6,0.3
NA,Wanisha Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,27,New York Liberty,,Duke,1,1,0,NA,0,0,0,0
NA,Natasha Lacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,28,Detroit Shock,,Texas-El Paso,5,79,0.4,0.015,13.6,4.4,2.1,1.8
NA,Sharnee Zoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,29,Los Angeles Sparks,,Virginia,2,25,-0.3,-0.061,8.6,1.1,0.7,1.4
NA,Crystal Kelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,31,Houston Comets,,Western Kentucky,3,93,3.6,0.123,12.5,4.8,2.1,0.4
NA,Danielle Hood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,32,Atlanta Dream,,University of Hartford,0,NA,NA,NA,NA,NA,NA,NA
NA,Angela Tisdale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,33,Chicago Sky,,Baylor,0,NA,NA,NA,NA,NA,NA,NA
NA,Krystal Vaughn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,34,Washington Mystics,,VCU,1,15,-0.4,-0.228,5.2,0.8,1,0
NA,Alberta Auguste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,35,New York Liberty,,Tennessee,0,NA,NA,NA,NA,NA,NA,NA
NA,Kimberly Beck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,36,Seattle Storm,,George Washington,1,17,0.4,0.151,5.5,1,0.7,0.4
NA,Lauren Ervin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,37,Connecticut Sun,,Arkansas,1,8,0,0.029,7,2,1.6,0
NA,A'Quonesia Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,38,Sacramento Monarchs,,Texas A&M,2,36,0,-0.004,10.3,1.5,1.3,1.7
NA,Alex Anderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,39,San Antonio Silver Stars,,Chattanooga,0,NA,NA,NA,NA,NA,NA,NA
NA,Izabela Piekarska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,40,Sacramento Monarchs,,Texas-El Paso,0,NA,NA,NA,NA,NA,NA,NA
NA,Marscilla Packer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,41,Phoenix Mercury,,Ohio State,0,NA,NA,NA,NA,NA,NA,NA
NA,Val Berezhynska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,42,Detroit Shock,,Rice University,1,2,-0.1,-0.363,3,0,0,0
NA,Charel Allen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,43,Sacramento Monarchs,,Notre Dame,1,6,0,-0.033,8.2,2.7,1,0.5
NA,Lindsey Harding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,1,Phoenix Mercury,,Duke,9,270,14.3,0.074,28.7,9.8,2.9,4
NA,Jessica Davenport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,2,San Antonio Silver Stars,,Ohio State,6,174,8,0.132,13.9,6.6,3.1,0.4
NA,Armintie Herrington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,3,Chicago Sky,,Ole Miss,9,290,14.4,0.092,21.5,5.9,3.3,2
NA,Noelle Quinn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,4,Minnesota Lynx,,UCLA,12,382,9.4,0.049,20.1,4.8,2.6,2.3
NA,Tiffany Jackson-Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,5,New York Liberty,,Texas,9,225,5.6,0.055,18.3,6.2,4.5,0.9
NA,Bernice Mosby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,6,Washington Mystics,,Baylor,3,76,0.9,0.06,8.3,2.3,2.2,0.2
NA,Katie Gearlds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,7,Seattle Storm,,Purdue,3,87,2.9,0.102,13.2,4.4,1.4,0.6
NA,Ashley Shields,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,8,Houston Comets,,Southwest Tennessee Community College,2,36,-1,-0.114,10,4.5,1,0.6
NA,Alison Bales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,9,Indiana Fever,,Duke,4,116,6.8,0.142,16.4,4.1,3.9,0.7
NA,Carla Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,10,Chicago Sky,,Vanderbilt,1,17,0.3,0.087,7.2,2.5,1.6,0.2
NA,Ivory Latta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,11,Detroit Shock,,UNC,11,323,17.5,0.09,24.2,10.7,1.7,2.7
NA,Kamesha Hairston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,12,Connecticut Sun,,Temple,1,17,0,-0.002,8.7,1.9,1.8,0.4
NA,Sandrine Gruda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,13,Connecticut Sun,Valenciennes (France),,6,133,4.5,0.075,18,7.6,3.8,0.9
NA,Dee Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,14,Houston Comets,,Vanderbilt,1,3,-0.2,-0.342,6.3,2,0,0
NA,Shay Murphy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,15,Minnesota Lynx,,USC,9,225,7.9,0.112,12.6,4.7,2.4,0.7
NA,Shay Doron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,16,New York Liberty,,Maryland,1,7,0,0.029,5,1.4,0.4,0
NA,Camille Little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,17,San Antonio Silver Stars,,UNC,13,431,21.7,0.081,24.8,8.2,4.2,1.4
NA,Tyresa Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,18,Phoenix Mercury,,University of Delaware,1,1,0,-0.002,7,1,2,0
NA,Megan Vogel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,19,Washington Mystics,,South Dakota State,0,NA,NA,NA,NA,NA,NA,NA
NA,Stephanie Raymond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,20,Chicago Sky,,Northern Illinois,1,20,0,-0.006,9,3.1,0.7,1.4
NA,Jessica Dickson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,21,Sacramento Monarchs,,South Florida,0,NA,NA,NA,NA,NA,NA,NA
NA,Lyndsey Medders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,22,Indiana Fever,,Iowa State,0,NA,NA,NA,NA,NA,NA,NA
NA,Brooke Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,23,Minnesota Lynx,,Stanford,3,47,0.9,0.092,8.7,2.2,2.1,0.3
NA,Kathrin Ress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,24,Minnesota Lynx,,Boston College,1,28,-0.2,-0.028,12.4,3,2.5,0.6
NA,Cori Chambers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,26,Connecticut Sun,,Georgia,1,1,-0.1,-2.948,1,0,0,0
NA,Jenna Rubino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,27,Chicago Sky,,DePaul,0,NA,NA,NA,NA,NA,NA,NA
NA,Leah Rush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,28,Phoenix Mercury,,Oklahoma,1,2,-0.1,-0.244,6,1.5,0,0
NA,Martina Weber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,29,New York Liberty,,Iona College,1,2,-0.1,-0.595,2,0,0.5,0
NA,Nare Diawara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,30,San Antonio Silver Stars,,Virginia Tech,0,NA,NA,NA,NA,NA,NA,NA
NA,Chrissy Givens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,31,Phoenix Mercury,,Middle Tennessee,1,3,-0.1,-0.206,3.3,0.7,0,0.7
NA,Gillian Goring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,32,Washington Mystics,,NC State,1,21,0.7,0.176,7.4,2.6,2,0.1
NA,Brandie Hoskins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,33,Seattle Storm,,Ohio State,0,NA,NA,NA,NA,NA,NA,NA
NA,Kristen Newlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,34,Houston Comets,,Stanford,0,NA,NA,NA,NA,NA,NA,NA
NA,Ashley Key,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,35,Indiana Fever,,NC State,0,NA,NA,NA,NA,NA,NA,NA
NA,Meg Bulger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,36,Sacramento Monarchs,,West Virginia,0,NA,NA,NA,NA,NA,NA,NA
NA,Emily Westerberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,37,Phoenix Mercury,,Arizona State,0,NA,NA,NA,NA,NA,NA,NA
NA,Amanda Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,38,Los Angeles Sparks,,Penn State,0,NA,NA,NA,NA,NA,NA,NA
NA,Kiera Hardy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,39,Connecticut Sun,,Nebraska,0,NA,NA,NA,NA,NA,NA,NA
NA,Lisa Willis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,5,Los Angeles Sparks,,UCLA,4,84,2.5,0.097,12.1,4.5,1.6,0.4
NA,Shona Thorburn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,7,Minnesota Lynx,,Utah,2,24,-0.6,-0.154,6.3,0.8,0.8,0.8
NA,Tamara James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,8,Washington Mystics,,Miami (FL),2,52,1.6,0.114,10.7,4.3,1.3,0.7
NA,La'Tangela Atkinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,9,Indiana Fever,,UNC,4,68,0.7,0.037,11.2,2.6,2.2,0.7
NA,Tye'sha Fluker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,10,Charlotte Sting,,Tennessee,3,78,-0.5,-0.027,8.9,2.4,1.6,0.3
NA,Barbara Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,11,Seattle Storm,,UConn,4,97,5.1,0.121,17.4,6.3,2.6,1.4
NA,Sherill Baker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,12,New York Liberty,,Georgia,4,75,0.7,0.023,16.5,6.9,2,1.7
NA,Kim Smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,13,Sacramento Monarchs,,Utah,3,55,-0.1,-0.009,8.4,1.9,1,0.5
NA,Scholanda Dorrell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,14,Sacramento Monarchs,,LSU,7,222,1.5,0.015,17.7,6.6,1.5,0.8
NA,Ann Strother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,15,Houston Comets,,UConn,3,41,0.5,0.076,6.5,2,0.7,0.3
NA,Shanna Zolman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,16,San Antonio Silver Stars,,Tennessee,4,117,2.6,0.054,16.3,7.9,1.2,1
NA,Ambrosia Anderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,17,Detroit Shock,,BYU,1,4,0,-0.11,2.5,0,1,0
NA,Liz Moeggenberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,18,Phoenix Mercury,,Michigan State,2,50,-0.3,-0.022,9.6,1.9,1.5,0.5
NA,Nikki Blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,19,Washington Mystics,,UCLA,5,111,0.3,0.01,11.8,2.7,1.3,1.6
NA,Jennifer Harris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,20,Chicago Sky,,Washburn University,0,NA,NA,NA,NA,NA,NA,NA
NA,Mistie Bass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,21,Phoenix Mercury,,Duke,10,285,12.6,0.124,14.3,4.6,3.1,0.7
NA,Willnett Crockett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,22,Los Angeles Sparks,,UConn,1,5,0.1,0.098,8.2,1.8,2.2,0
NA,Brooke Queenan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,23,New York Liberty,,Boston College,2,12,-0.3,-0.265,3.8,0.3,0.3,0.2
